GEN,BEZ,AGS,Fälle Gestern bis 00Uhr,Änderungsrate (24 Std. bis 25.06 00:00),Fälle Heute bis 00Uhr,CV-Fälle Tagespiegel Verifizierung,Quelle 1,GESAMT Bestätigte ZAHL der Infektionsfälle (Crowdsourced) inc. Epidemiological,Zeit,Bestätigte GESAMTZAHL der Infektionsfälle (Crowdsourced),Genesen,Quarantäne,Stationär,Intensiv,Todesfälle,"Zeit (Datum, Uhrzeit) ","Quelle (Sollte nur Landesamt, Gesundheitsamt oder offiziell sein)",Contributor,NEU,"Bemerkungen (Anzahl, Uhrzeit) - MUSS EINGEBEN WENN ""GEPRÜFT"" - C=Fälle, G=Genesen, D=Todesfälle",Geprüft (1) Berechtigte,7-Tage Infektionen pro 100.000 Einwohner,Zwischenstand Geprüft,An COVID-19 gestorben,Genesen (verifiziert),Coronavirus Fälle heute (verifiziert),Coronavirus Todesfälle (verifiziert),RKI Fälle,RKI Genesen,Tests,Cases inc. Epidemiological,Datum,Contributor.1,TWITTER,FACEBOOK/INSTAGRAM,RKI CHeck,Geschätzt,Sicherung - Genesen,Sicherung - Todesfälle,Sicherung - Zeit,Sicherung - Bundesland,Sicherung - Post-Check,Names,Tag vorher,Tag (noch nicht geupdated),Unnamed: 46
Oldenburg (Oldb),Kreisfreie Stadt,3403,228,1%,230,,https://www.oldenburg.de/startseite/leben-umwelt/soziales/gesundheitsamt/corona/corona-aktuelle-lage-in-oldenburg.html, 230,24/06/2020 00:00, 230,227.0, 14,,,1.0,24/06/2020,https://www.oldenburg.de/startseite/leben-umwelt/soziales/gesundheitsamt/corona/corona-aktuelle-lage-in-oldenburg.html,GSoy, 2,C230 G227 Q14 D1 20:02,Johannes,"1,2",1,,227.0,228,1.0,171,170,,,,,,,"0,9927621483",227.0,227.0,1.0,23/06/2020,3,1,https://www.oldenburg.de/startseite/leben-umwelt/soziales/gesundheitsamt/corona/corona-aktuelle-lage-in-oldenburg.html,228,228,0
Osnabrück,Kreisfreie Stadt,3404,518,0%,520,,https://corona-os.de/, 520,24/06/2020 08:30, 520,499.0,34,,,13.0,24.06.2020 08:30,https://corona-os.de/,@vitavonni, 2,C520 G499 Q34 D13 20:02,Johannes,"1,8",1,,499.0,518,13.0,498,482,,,,,,,"0,9914698372",499.0,497.0,13.0,23.06.2020,3,1,https://corona-os.de/,516,517,1
Osnabrück,Landkreis,3459,1214,0%,1214,,https://corona-os.de/,1 214,24/06/2020 08:30,1 214,1.141,48,17.0,3.0,67.0,24.06.2020 08:30,https://corona-os.de/,@vitavonni,0,C1214 G1141 Q48 S17 I3 D67 20:02,Johannes,"0,6",1,,1.141,1212,67.0,1222,1154,,,,,,,"0,9952503862",1.141,1.139,67.0,23.06.2020,3,1,https://corona-os.de/,1212,1212,0
Osterholz,Landkreis,3356,117,0%,117,,https://www.landkreis-osterholz.de/portal/meldungen/aktuelle-informationen-zum-coronavirus-901005017-21000.html?rubrik=901000012, 117,24/06/2020 00:00, 117,112.0, 11,1.0,,,24/06/2020,https://www.landkreis-osterholz.de/portal/meldungen/aktuelle-informationen-zum-coronavirus-901005017-21000.html?rubrik=901000012,GSoy,0,C117 G112 Q11 S1 20:03,Johannes,"0,9",1,,112.0,117,,117,116,,,,,,,"0,9655172414",112.0,112.0,,23/06/2020,3,0,https://www.landkreis-osterholz.de/portal/meldungen/aktuelle-informationen-zum-coronavirus-901005017-21000.html?rubrik=901000012,116,116,0
Peine,Landkreis,3157,162,0%,162,,https://www.landkreis-peine.de/Aktuelles-B%C3%BCrgerservice/Coronaviren, 162,23/06/2020 00:00, 162,141.0, 62,,,12.0,23/06/2020,https://twitter.com/LandkreisPeine,nn,0,keine neue Meldung 20:04,,"1,5",0,,141.0,161,12.0,160,143,,,,,https://twitter.com/LandkreisPeine,https://www.facebook.com/LandkreisPeine/,"0,9738409738",141.0,141.0,12.0,23.06.2020,3,1,https://twitter.com/LandkreisPeine,160,161,1
Region Hannover,Landkreis,3241,2760,0%,2767,,https://www.hannover.de/Leben-in-der-Region-Hannover/Verwaltungen-Kommunen/Die-Verwaltung-der-Region-Hannover/Region-Hannover/Aktuelle-Informationen-zum-Coronavirus-der-Region-Hannover,2 755,24/06/2020 00:00,2 767,2.498,,84.0,14.0,114.0,24.6.2020,https://www.hannover.de/Leben-in-der-Region-Hannover/Verwaltungen-Kommunen/Die-Verwaltung-der-Region-Hannover/Region-Hannover/Aktuelle-Informationen-zum-Coronavirus-der-Region-Hannover,@vitavonni, 7,C1767 G2498 S84 I14 D114 20:05,@helenawittlich,"5,1",1,,2.498,2733,114.0,2787,2308,,,,,,,"1,090145432",2.498,2.458,114.0,23.06.2020,3,1,https://www.hannover.de/Leben-in-der-Region-Hannover/Verwaltungen-Kommunen/Die-Verwaltung-der-Region-Hannover/Region-Hannover/Aktuelle-Informationen-zum-Coronavirus-der-Region-Hannover,2692,2708,16
Rotenburg (Wümme),Landkreis,3357,110,0%,110,,https://www.lk-row.de/portal/seiten/coronavirus-sars-cov-2--900000145-23700.html?rubrik=1007, 110,24/06/2020 12:00, 110,107.0, 33,,,2.0,24.6.2020 12:00,https://www.lk-row.de/portal/seiten/coronavirus-sars-cov-2--900000145-23700.html?rubrik=1007,@vitavonni,0,C110 G107 Q33 D2 20:05,Johannes,"0,0",1,,107.0,110,2.0,110,107,,,,,,,1,107.0,107.0,2.0,17/06/2020,3,0,https://www.lk-row.de/portal/seiten/coronavirus-sars-cov-2--900000145-23700.html?rubrik=1007,109,110,1
Salzgitter,Kreisfreie Stadt,3102,151,-1%,150,,https://www.salzgitter.de/, 150,24/06/2020 16:15, 150,137.0, 97,,,8.0,24.06.2020 16:15,https://www.salzgitter.de/pressemeldungen/2020/infos-corona-virus.php,@vitavonni,- 1,C150 G137 Q97 D8 20:05,Johannes,"4,8",1,,137.0,150,8.0,150,135,,,,,https://twitter.com/stadtsalzgitter?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor,,"1,014814815",137.0,136.0,8.0,23/06/2020 08:00,3,0,https://www.salzgitter.de/pressemeldungen/2020/infos-corona-virus.php,145,145,0
Schaumburg,Landkreis,3257,166,0%,166,,https://www.schaumburg.de/Aktuelles/Coronavirus, 166,24/06/2020 00:00, 166,159.0,,,,7.0,24/06/2020,https://www.schaumburg.de/Aktuelles/Meldungen/Corona-F%C3%A4lle-im-Landkreis-Schaumburg-Stand-24-06-2020.php?object=&ModID=7&FID=3020.13834.1&NavID=3020.72&La=1,@vitavonni,0,C166 G159 D7 20:07,Johannes,"0,0",1,5.0,159.0,166,7.0,162,153,,,,,https://twitter.com/LKSchaumburg,,"1,014174344",159.0,159.0,7.0,22/06/2020,3,0,"https://www.schaumburg.de/Coronavirus/Corona-F%C3%A4lle-Stand-17-06-2020.php?object=tx,3020.5&ModID=7&FID=3020.13791.1",166,166,0
Stade,Landkreis,3359,223,0%,223,,https://www.landkreis-stade.de/portal/meldungen/coronavirus-aktuelle-lage-informationen-und-hinweise-des-gesundheitsamtes-landkreis-stade-901004416-20350.html?rubrik=901000006, 223,24/06/2020 00:00, 223,214.0, 7,,,8.0,24/06/2020,https://www.landkreis-stade.de/corona,@vitavonni,0,C223 G214 Q7 D8 20:08,Johannes,"0,5",1,,214.0,222,8.0,215,206,,,,,,,"1,00156733",214.0,214.0,8.0,23.06.2020,3,1,https://www.landkreis-stade.de/corona,222,222,0
Uelzen,Landkreis,3360,44,0%,44,,https://www.landkreis-uelzen.de/home/soziales-familie-und-gesundheit/gesundheit/corona-virus.aspx, 44,24/06/2020 15:00, 44,44.0, 13,0.0,,0.0,24.6.2020 15:00,https://www.landkreis-uelzen.de/home/soziales-familie-und-gesundheit/gesundheit/corona-virus.aspx,@vitavonni,0,C44 G44 Q13 20:08,Johannes,"0,0",1,,44.0,44,0.0,44,44,,,,,,,1,44.0,44.0,,23/06/2020,3,0,https://www.landkreis-uelzen.de/home/soziales-familie-und-gesundheit/gesundheit/corona-virus.aspx,44,44,0
Vechta,Landkreis,3460,350,0%,350,,https://www.landkreis-vechta.de/soziales-und-gesundheit/corona-im-landkreis-vechta.html, 350,24/06/2020 00:00, 350,326.0, 23,,,13.0,24/06/2020,https://www.landkreis-vechta.de/soziales-und-gesundheit/corona-im-landkreis-vechta.html,GSoy,0,C350 G326 Q23 D13 20:09,Johannes,"2,8",1,12.0,326.0,346,13.0,346,322,,,,,,,"1,000851819",326.0,326.0,12.0,23/06/2020,3,1,https://www.landkreis-vechta.de/nc/service/aktuelles/pressemitteilungen/einzelansicht/news/gesamtanzahl-der-bestaetigten-covid-19-infektionen-im-landkreis-vechta-steigt-auf-346.html,344,346,2
Verden,Landkreis,3361,240,0%,240,,https://www.landkreis-verden.de/portal/seiten/aktuelles-zum-coronavirus-geschehen-im-landkreis-verden-901001573-20600.html?rubrik=901000034, 240,24/06/2020 00:00, 240,178.0,,7.0,,4.0,24/06/2020,https://www.landkreis-verden.de/portal/seiten/aktuelles-zum-coronavirus-geschehen-im-landkreis-verden-901001573-20600.html?rubrik=901000034,bandur,0,C240 G178 S7 D4 20:10,Johannes,"11,0",1,,178.0,239,4.0,239,181,,,,,,,"0,9793278085",178.0,177.0,4.0,23.06.2020,3,1,https://www.landkreis-verden.de/portal/seiten/aktuelles-zum-coronavirus-geschehen-im-landkreis-verden-901001573-20600.html?rubrik=901000034,221,225,4
Wesermarsch,Landkreis,3461,72,0%,72,,http://www.landkreis-wesermarsch.de/verwaltung-politik/fachdienste-im-ueberblick/gesundheit/aktuelles-coronoavirus.php, 72,24/06/2020 00:00, 72,69.0,,,,2.0,24/06/2020,http://www.landkreis-wesermarsch.de/verwaltung-politik/fachdienste-im-ueberblick/gesundheit/aktuelles-coronoavirus.php,@vitavonni,0,C72 G69 D2 20:10,Johannes,"0,0",1,,69.0,72,2.0,71,68,,,,,,,"1,000612745",69.0,69.0,2.0,23.06.2020,3,0,http://www.landkreis-wesermarsch.de/verwaltung-politik/fachdienste-im-ueberblick/gesundheit/aktuelles-coronoavirus.php,71,72,1
Wilhelmshaven,Kreisfreie Stadt,3405,27,0%,27,,https://www.wilhelmshaven.de/, 27,24/06/2020 00:00, 27,26.0, 13,,,1.0,24/06/2020,https://www.wilhelmshaven.de/,Johannes,0,keine neuen Fälle,Maria,"0,0",1,,26.0,27,1.0,27,25,464.0,,12.06.2020,Maria,,https://www.facebook.com/Wilhelmshaven.de,"1,04",26.0,26.0,1.0,23/06/2020,3,0,https://www.wilhelmshaven.de/,27,27,0
Wittmund,Landkreis,3462,41,0%,41,,http://corona.landkreis-wittmund.de/, 41,18/06/2020 00:00, 41,41.0, 0,,,,18/06/2020,http://corona.landkreis-wittmund.de/,nn,0,keine neue Meldung 20:10,,"0,0",0,,41.0,41,,41,41,,,,,,https://www.facebook.com/lkwittmund/,1,41.0,41.0,,18/06/2020,3,0,http://corona.landkreis-wittmund.de/,41,41,0
Wolfenbüttel,Landkreis,3158,190,0%,190,,"https://www.lk-wolfenbuettel.de/Aktuelles/Presse/Informationen-des-Landkreises-zum-Corona-Virus.php?object=tx,3282.5.1&ModID=7&FID=3282.10903.1&NavID=175.225&La=1&kat=175.7%2C2697.106", 190,24/06/2020 00:00, 190,176.0,,,,14.0,24/06/2020,"https://www.lk-wolfenbuettel.de/Aktuelles/Presse/Informationen-des-Landkreises-zum-Corona-Virus.php?object=tx,3282.5.1&ModID=7&FID=3282.10903.1&NavID=175.225&La=1&kat=175.7%2C2697.106",Johannes,0,C190 G176 D14 20:11,Maria,"0,0",1,,176.0,190,14.0,190,174,,,,,,,"1,011494253",176.0,176.0,14.0,23/06/2020,3,0,"https://www.lk-wolfenbuettel.de/Aktuelles/Presse/Informationen-des-Landkreises-zum-Corona-Virus.php?object=tx,3282.5.1&ModID=7&FID=3282.10903.1&NavID=175.225&La=1&kat=175.7%2C2697.106",190,190,0
Wolfsburg,Kreisfreie Stadt,3103,369,0%,370,,https://www.wolfsburg.de/newsroom/2020/02/26/13/41/coronavirus, 370,24/06/2020 00:00, 370,277.0,,,,51.0,24/06/2020,https://www.wolfsburg.de/newsroom/2020/02/26/13/41/coronavirus,@vitavonni, 1,C370 G277 D51 20:11,Johannes,"15,3",1,,277.0,364,51.0,367,280,,,,,,https://www.facebook.com/stadtwolfsburg,"0,9812644788",277.0,262.0,51.0,23.6.20,3,1,https://www.wolfsburg.de/newsroom/2020/02/26/13/41/coronavirus,346,351,5
Bremen,Kreisfreie Stadt,4011,1454,0%,1456,1451.0,https://www.senatspressestelle.bremen.de/pressemitteilungen-1464,1 456,24/06/2020 14:00,1 456,1319.0,,17.0,3.0,43.0,24/06/2020 14:00,https://www.senatspressestelle.bremen.de/detail.php?gsid=bremen146.c.338589.de&asl=bremen02.c.732.de,GSoy, 2,C1456 G1319 D43 21:29,MKay,"5,1",1,,1319.0,1451,43.0,1455,1337,,,,,,,"0,9858594565",1319.0,1297.0,43.0,23.6.2020,4,1,https://www.senatspressestelle.bremen.de/detail.php?gsid=bremen146.c.338024.de&asl=bremen02.c.732.de,1421,1427,6
Bremerhaven,Kreisfreie Stadt,4012,202,0%,202,200.0,https://www.senatspressestelle.bremen.de/pressemitteilungen-1464, 202,24/06/2020 14:00, 202,173.0, 195,,,6.0,24.6.2020 14:00,https://www.senatspressestelle.bremen.de/detail.php?gsid=bremen146.c.338589.de&asl=bremen02.c.732.de,GSoy,0,C202 G173 D6 21:29,MKay,"6,2",1,,173.0,200,6.0,199,175,1011.0,,15.06.2020,Johannes,,,"0,9738896747",173.0,169.0,6.0,23/06/2020 14:30,4,1,https://www.senatspressestelle.bremen.de/detail.php?gsid=bremen146.c.338024.de&asl=bremen02.c.732.de,189,195,6
Bielefeld,Kreisfreie Stadt,5711,434,1%,437,,https://www.bielefeld.de/de/gs/covi/, 437,24/06/2020 10:00, 437,406.0, 384,4.0,2.0,5.0,24.6.2020 10:00,https://www.bielefeld.de/de/covi/,@vitavonni, 3,10 Tönnies - C437 G406 S4 I2 D5 21:32,MKay,"5,4",1,,406.0,431,5.0,434,405,,,,,,,"0,9955871967",406.0,406.0,5.0,23.6.2020,5,1,https://www.bielefeld.de/de/covi/,414,419,5
Bochum,Kreisfreie Stadt,5911,608,0%,611,,https://www.bochum.de/Corona, 611,24/06/2020 00:00, 611,562.0,,5.0,1.0,20.0,24/06/2020,https://www.bochum.de/Corona,@vitavonni, 3,C611 G562 S5 I1 D20 21:35,MKay,"5,5",1,19.0,562.0,605,20.0,603,548,,,,,,https://www.facebook.com/StadtBochum/,"1,012119655",562.0,556.0,20.0,23.06.2020,5,1,https://www.bochum.de/Corona,588,591,3
Bonn,Kreisfreie Stadt,5314,757,0%,757,,https://www.bonn.de/themen-entdecken/gesundheit-verbraucherschutz/coronavirus.php, 757,24/06/2020 00:00, 757,745.0,,10.0,7.0,8.0,24/06/2020,https://www.bonn.de/themen-entdecken/gesundheit-verbraucherschutz/coronavirus.php,@vitavonni,0,C757 G745 D8 19:37,Julia,"0,9",1,,745.0,756,8.0,755,740,,,,,,,"1,004096897",745.0,745.0,8.0,23/06/2020,5,1,https://www.bonn.de/themen-entdecken/gesundheit-verbraucherschutz/coronavirus.php,754,754,0
Borken,Kreis,5554,1113,0%,1114,,https://kreis-borken.de/de/service/aktuelles/aktuelle-pressemeldungen/,1 114,24/06/2020 00:00,1 114,1068.0,,,,38.0,24.6.2020 00:00,https://maps.kreis-borken.de/portal/apps/opsdashboard/index.html#/4fc61c976be24c19ad987a8606c5d750,@vitavonni, 1,C1114 G1068 D38 21:36,MKay,"0,8",1,,1068.0,1113,38.0,1111,1069,,,,,,,"0,9963740673",1068.0,1068.0,38.0,23/06/2020,5,1,https://maps.kreis-borken.de/portal/apps/opsdashboard/index.html#/4fc61c976be24c19ad987a8606c5d750,1111,1111,0
Bottrop,Kreisfreie Stadt,5512,212,0%,212,,https://www.bottrop.de/coronavirus/aktuelle-infos-coronavirus/index.php, 212,23/06/2020 12:45, 212,205.0, 13,,,7.0,23.6.2020 12:45,https://www.bottrop.de/coronavirus/aktuelle-infos-coronavirus/index.php,nn,0,keine Meldung 21:38,MKay,"1,7",1,,205.0,210,7.0,211,198,,,,,,,"1,030469792",205.0,205.0,7.0,23/06/2020,5,1,https://www.bottrop.de/coronavirus/aktuelle-infos-coronavirus/index.php,210,210,0
Coesfeld,Kreis,5558,871,0%,871,,https://www.kreis-coesfeld.de/themen-projekte/gesundheit/coronavirus.html, 871,24/06/2020 16:00, 871,844.0,,,,24.0,24/06/2020 16:00,https://www.kreis-coesfeld.de/themen-projekte/gesundheit/coronavirus.html,@vitavonni,0,C871 G844 D24 21:38,MKay,"0,5",1,21.0,844.0,871,24.0,871,843,,,,,https://twitter.com/KreisCoesfeld,https://www.facebook.com/KreisCOE/,"1,00118624",844.0,844.0,24.0,23/06/2020,5,0,https://www.kreis-coesfeld.de/themen-projekte/gesundheit/coronavirus.html,869,870,1
Dortmund,Kreisfreie Stadt,5913,897,2%,913,,https://www.dortmund.de/de/leben_in_dortmund/nachrichtenportal/alle_nachrichten/nachricht.jsp?nid=622746, 913,24/06/2020 00:00, 913,793.0,,20.0,5.0,7.0,24/06/2020,https://www.dortmund.de/de/leben_in_dortmund/nachrichtenportal/alle_nachrichten/nachricht.jsp?nid=622746,bandur, 16,C913 G793 S20 I5 D7 21:39,MKay,"11,2",1,,793.0,893,7.0,894,785,,,,,,,"0,9891684863",793.0,784.0,7.0,23.6.2020 16:50,5,1,https://www.dortmund.de/de/leben_in_dortmund/nachrichtenportal/alle_nachrichten/nachricht.jsp?nid=622746,840,847,7
Duisburg,Kreisfreie Stadt,5112,1400,1%,1415,,https://www.duisburg.de/microsites/coronavirus/aktuelles/index.php,1 415,24/06/2020 09:34,1 415,1213.0,,,,55.0,24.06.2020 09:34,https://www.duisburg.de/microsites/coronavirus/aktuelles/index.php#Update_vom_24-_Juni_um_9-34_Uhr_-28Fallzahlen-29,@vitavonni, 15,C1415 G1213 D55 checked 12:23,@helenawittlich,"17,2",1,,1213.0,1393,55.0,1417,1230,19120.0,,22.06.2020,Maria,https://www.facebook.com/stadt.du/,https://www.facebook.com/stadt.du/,"0,9875727542",1213.0,1188.0,55.0,22.06.2020,5,1,https://co-du.info/,1317,1329,12
Düren,Kreis,5358,606,0%,607,,https://www.kreis-dueren.de/aktuelles/presse/corona-aktuelles.php, 607,24/06/2020 00:00, 607,562.0,,,,39.0,24/06/2020,https://www.kreis-dueren.de/aktuelles/index.php?pm=/aktuelles/presse/2020/_Corona_24.6.php,@vitavonni, 1,C607 G562 D39 19:41,Julia,"0,4",1,,562.0,606,39.0,605,559,,,,,,,"1,002054151",562.0,560.0,39.0,23/06/2020,5,1,https://www.kreis-dueren.de/aktuelles/presse/corona-aktuelles.php?pm=/aktuelles/presse/2020/Corona_17.6.php,605,606,1
Düsseldorf,Kreisfreie Stadt,5111,1683,2%,1721,,https://corona.duesseldorf.de/news,1 721,24/06/2020 00:00,1 721,1486.0, 455,16.0,3.0,36.0,24.06.2020,https://corona.duesseldorf.de/news,bandur, 38,C1721 G1486 D36 21:41,MKay,"19,7",1,,1486.0,1655,36.0,1669,1465,10058.0,8744.0,20.5.20,Maria,,,"0,9836863638",1486.0,1459.0,36.0,23/06/2020 17:00,5,1,https://corona.duesseldorf.de/news/die-coronazahlen-vom-17-juni,1570,1599,29
Ennepe-Ruhr-Kreis,Kreis,5954,463,0%,463,,https://www.enkreis.de/, 465,23/06/2020 09:00, 465,437.0, 58,1.0,0.0,14.0,24.6.2020 09:00,https://www.enkreis.de/aktuelles/news-detailansicht/news/corona-463-infektionen-433-gesundete-16-erkrankte.html,@vitavonni, 2,möglicherweise zwei Tönnies - nicht bestätigt,,"2,2",0,,433.0,462,14.0,462,440,,,,,,,"0,9867741935",437.0,433.0,14.0,23/06/2020 09:00,5,1,https://www.enkreis.de/aktuelles/news-detailansicht/news/corona-456-infektionen-422-gesundete-20-erkrankte.html,456,456,0
Essen,Kreisfreie Stadt,5113,941,0%,941,,https://www.essen.de/gesundheit/coronavirus_aktuell.de.html, 944,23/06/2020 08:00, 944,846.0, 135,,,41.0,24.06.2020 08:50,https://www.essen.de/gesundheit/coronavirus_aktuell.de.html,@vitavonni, 3,,,"7,0",0,,846.0,935,41.0,934,820,15714.0,,21.06.2020,Maria,,,"1,020778214",846.0,846.0,41.0,23/06/2020 08:00,5,1,https://www.essen.de/gesundheit/coronavirus_aktuell.de.html,900,913,13
Euskirchen,Kreis,5366,474,0%,474,,https://www.kreis-euskirchen.de/kreishaus/aktuell/neuste-meldung-I.php, 474,24/06/2020 00:00, 474,446.0, 7,,,22.0,24/06/2020,https://www.kreis-euskirchen.de/kreishaus/aktuell/neuste-meldung-I.php,@vitavonni,0,C474 G446 D22 19:37,Julia,"1,6",1,,446.0,473,22.0,474,446,,,,,,https://www.facebook.com/KreisEuskirchen/,1,446.0,446.0,21.0,23/06/2020,5,1,https://www.kreis-euskirchen.de/kreishaus/aktuell/neuste-meldung-I.php,469,471,2
Gelsenkirchen,Kreisfreie Stadt,5513,489,1%,493,,https://www.gelsenkirchen.de/de/Soziales/Gesundheit/Coronavirus/, 493,24/06/2020 09:00, 493,409.0,,,,16.0,24.6.2020 09:00,https://www.gelsenkirchen.de/de/Soziales/Gesundheit/Coronavirus/,@vitavonni, 4,C493 G409 D16 checked 15:19,@helenawittlich,"13,8",1,,409.0,475,16.0,482,432,,,,,,,"0,9256348133",409.0,397.0,16.0,23/06/2020 09:00,5,1,https://www.gelsenkirchen.de/de/Soziales/Gesundheit/Coronavirus/,456,457,1
Gütersloh,Kreis,5754,2054,0%,2054,,https://www.kreis-guetersloh.de/aktuelles/corona/,2 054,24/06/2020 00:00,2 054,722.0,1 284,27.0,5.0,21.0,24.6.2020 00:00,https://www.kreis-guetersloh.de/aktuelles/corona/pressemitteilungen-coronavirus/24-06-2020-coronazahlen-mittwoch/,@vitavonni,0,Wert wird 00 Uhr aktualisiert,,"338,4",0,,722.0,1782,21.0,1751,730,6648.0,,10.06.2020,Maria,,,"0,8431406811",722.0,722.0,21.0,24.6.2020 00:00,5,1,https://www.kreis-guetersloh.de/aktuelles/corona/pressemitteilungen-coronavirus/17-06-2020-coronazahlen-mittwoch/,822,1398,576
Hagen,Kreisfreie Stadt,5914,367,3%,379,,https://www.hagen.de/web/de/hagen_de/home.html, 379,24/06/2020 00:00, 379,317.0,,,,13.0,24.06.2020 00:00,https://www.hagen.de/web/de/hagen_de/01/0111/011101/aktuelle_infos_aus_hagen.html,@vitavonni, 12,C379 G317 D13 checkeed 12:25,@helenawittlich,"15,9",1,8.0,317.0,365,13.0,368,320,,,,,https://twitter.com/Hagen_Westfalen,https://www.facebook.com/Hagen.Westfalen,"0,9618733509",317.0,317.0,13.0,23.06.2020,5,1,https://www.hagen.de/web/de/hagen_de/01/0111/011101/aktuelle_infos_aus_hagen.html,346,349,3
Hamm,Kreisfreie Stadt,5915,533,0%,533,,https://www.hamm.de/corona, 534,23/06/2020 00:00, 534,442.0, 478,4.0,,36.0,24.6.2020,https://www.hamm.de/corona,@vitavonni, 1,51 Tönnies,,"26,8",0,,442.0,513,36.0,526,448,,,,,,,"0,9718265115",442.0,442.0,36.0,23/06/2020,5,1,https://www.hamm.de/corona,485,489,4
Heinsberg,Kreis,5370,1934,0%,1940,,https://www.kreis-heinsberg.de/aktuelles/aktuelles/,1 940,24/06/2020 09:00,1 940,1806.0,,,,81.0,24.6.2020 09:00,https://www.kreis-heinsberg.de/aktuelles/aktuelles/?pid=5149,@vitavonni, 6,C1940 G1806 D81 checked 15:16,@helenawittlich,"10,6",1,,1806.0,1916,81.0,1931,1815,,,,,,https://www.facebook.com/kreisheinsberg,"0,9904251512",1806.0,1801.0,81.0,23/06/2020,5,1,https://www.kreis-heinsberg.de/aktuelles/aktuelles/?pid=5149,1908,1913,5
Herford,Kreis,5758,358,0%,358,,https://www.kreis-herford.de/LEBEN/Gesund-sein-und-bleiben/Infektionen-und-Krankheiten/Informationen-zum-Coronavirus, 364,23/06/2020 00:00, 364,328.0,,5.0,,7.0,24/06/2020,https://www.kreis-herford.de/LEBEN/Gesund-sein-und-bleiben/Infektionen-und-Krankheiten/Informationen-zum-Coronavirus,@vitavonni, 6,Alle Tönnies negativ,,"7,2",0,5.0,328.0,354,7.0,358,329,,,,,,https://facebook.com/KreisHerford,"0,9805270717",328.0,328.0,7.0,23/06/2020,5,1,https://www.kreis-herford.de/LEBEN/Gesund-sein-und-bleiben/Infektionen-und-Krankheiten/Informationen-zum-Coronavirus,340,342,2
Herne,Kreisfreie Stadt,5916,225,0%,225,,https://www.herne.de/Stadt-und-Leben/Gesundheit/Informationen-zum-Coronavirus/Entwicklung-in-Herne/, 225,24/06/2020 09:40, 225,197.0,,6.0,,2.0,24.6.2020 09:40,https://www.herne.de/Stadt-und-Leben/Gesundheit/Informationen-zum-Coronavirus/Entwicklung-in-Herne/,@vitavonni,0,C225 G197 S6 D2 21:38,Maria,"14,1",1,,197.0,211,2.0,223,198,,,,,,https://www.facebook.com/herne.de/,"0,9861054994",197.0,196.0,2.0,23/06/2020,5,1,https://www.herne.de/Stadt-und-Leben/Gesundheit/Informationen-zum-Coronavirus/Entwicklung-in-Herne/,203,203,0
Hochsauerlandkreis,Kreis,5958,619,0%,620,,https://www.hochsauerlandkreis.de/startseite/archiv.php, 620,24/06/2020 09:00, 620,593.0,,6.0,,17.0,24.6.2020 09:00,https://www.hochsauerlandkreis.de/startseite/archiv.php,@vitavonni, 1,C620 G593 S6 D17 21:39,Maria,"2,3",1,,593.0,616,17.0,619,593,,,,,,https://www.facebook.com/Hochsauerlandkreis,"0,9983870968",593.0,593.0,17.0,23/06/2020,5,1,https://www.hochsauerlandkreis.de/startseite/pressemeldungen/pressemeldung-_Corona_Virus__Keine_Veraenderungen___Hinweise_zur_Corona_Warn_App.php,614,614,0
Höxter,Kreis,5762,368,1%,370,,https://corona.kreis-hoexter.de/index.html, 370,24/06/2020 09:53, 370,345.0,,,,18.0,24/06/2020 09:53,https://kreis-hx.maps.arcgis.com/apps/opsdashboard/index.html#/883306329aa546ab808a8e740a18691d,fruegge, 2,C370 G245 D18 21:40,Maria,"2,8",1,,345.0,366,18.0,367,345,,,,,,,"0,9918918919",345.0,345.0,18.0,23.06.2020,5,1,https://kreis-hx.maps.arcgis.com/apps/opsdashboard/index.html#/883306329aa546ab808a8e740a18691d,365,366,1
Kleve,Kreis,5154,798,0%,798,,https://www.kreis-kleve.de/de/fachbereich5/coronavirus/, 801,23/06/2020 12:00, 801,726.0, 175,1.0,,37.0,24/06/2020 12:00,https://www.kreis-kleve.de/de/fachbereich5/coronavirus/,@vitavonni, 3,,,"5,8",0,,719.0,795,37.0,787,683,,,,,,,"1,044379006",726.0,719.0,37.0,23/06/2020,5,1,https://www.kreis-kleve.de/de/fachbereich5/coronavirus/,780,783,3
Köln,Kreisfreie Stadt,5315,2585,0%,2585,,https://www.stadt-koeln.de/politik-und-verwaltung/presse/mitteilungen/pressemitteilungen-2020,2 587,23/06/2020 00:00,2 587,2422.0,,15.0,4.0,102.0,24/06/2020 15:30,https://www.stadt-koeln.de/politik-und-verwaltung/presse/corona-virus-63-erkrankte-koeln,GSoy, 2,,,"3,5",0,,2419.0,2582,102.0,2570,2355,119732.0,,19/06/2020,@Thal,,,"1,021691833",2422.0,2419.0,102.0,23.06.2020,5,1,https://www.stadt-koeln.de/politik-und-verwaltung/presse/mitteilungen/21997/index.html,2547,2549,2
